planet_name,host_star,discovery_method,discovery_year,orbital_period_days,planet_mass_earth,planet_radius_earth,equilibrium_temp_k,distance_parsecs,in_habitable_zone
Kepler-970 b,Kepler-970,Transit,2016.0,16.736525,,2.609,,331.545,False
Kepler-959 b,Kepler-959,Transit,2016.0,14.80074836,,4.38,,807.729,False
Kepler-1051 b,Kepler-1051,Transit,2016.0,25.96200249,,3.4,,829.343,False
Kepler-971 b,Kepler-971,Transit,2016.0,9.59070716,,2.13,,338.522,False
Kepler-950 b,Kepler-950,Transit,2016.0,98.7180406,,8.98,,2161.6,False
Kepler-996 b,Kepler-996,Transit,2016.0,3.770590584,,1.98,,1216.58,False
Kepler-1029 b,Kepler-1029,Transit,2016.0,4.417696479,,1.26,,366.656,False
Kepler-948 b,Kepler-948,Transit,2016.0,7.76846622,,1.85,,868.017,False
Kepler-1057 b,Kepler-1057,Transit,2016.0,14.08827448,,3.36,,1201.82,False
Kepler-1059 b,Kepler-1059,Transit,2016.0,3.764191048,,1.73,,713.167,False
Kepler-965 b,Kepler-965,Transit,2016.0,134.2527298,,3.38,,582.828,False
Kepler-952 b,Kepler-952,Transit,2016.0,130.3546919,,7.65,,1304.25,False
Kepler-1048 b,Kepler-1048,Transit,2016.0,6.92101021,,1.61,,556.006,False
Kepler-988 b,Kepler-988,Transit,2016.0,17.76080053,,2.07,,304.889,False
Kepler-977 b,Kepler-977,Transit,2016.0,26.85328322,,2.62,,568.751,False
Kepler-947 b,Kepler-947,Transit,2016.0,26.9644317,,2.28,,1730.78,False
Kepler-1021 b,Kepler-1021,Transit,2016.0,13.47469571,,2.33,,810.082,False
Kepler-1006 b,Kepler-1006,Transit,2016.0,19.76172042,,1.54,,,False
Kepler-1009 b,Kepler-1009,Transit,2016.0,11.35011917,,2.17,,355.019,False
Kepler-1027 b,Kepler-1027,Transit,2016.0,1.907805199,,0.89,,405.104,False
Kepler-1035 b,Kepler-1035,Transit,2016.0,2.714077555,,1.17,,562.116,False
Kepler-986 b,Kepler-986,Transit,2016.0,56.4349938,,2.36,,548.364,False
Kepler-978 b,Kepler-978,Transit,2016.0,49.6221509,,2.99,,682.522,False
Kepler-1002 b,Kepler-1002,Transit,2016.0,4.336429331,,1.71,,408.303,False
Kepler-1005 b,Kepler-1005,Transit,2016.0,6.49801525,,1.5,,567.806,False
Kepler-1015 b,Kepler-1015,Transit,2016.0,16.00494214,,3.55,,739.357,False
Kepler-972 b,Kepler-972,Transit,2016.0,7.03932553,,4.65,,1198.03,False
Kepler-961 b,Kepler-961,Transit,2016.0,16.87727414,,2.55,,574.314,False
Kepler-1025 b,Kepler-1025,Transit,2016.0,37.3229493,,1.98,,803.776,False
Kepler-985 b,Kepler-985,Transit,2016.0,116.331901,,2.98,,679.361,False
Kepler-946 b,Kepler-946,Transit,2016.0,11.79162572,,1.93,,1137.29,False
Kepler-1014 b,Kepler-1014,Transit,2016.0,16.57110363,,2.39,,624.8,False
Kepler-1010 b,Kepler-1010,Transit,2016.0,34.2685705,,2.32,,579.273,False
Kepler-1038 b,Kepler-1038,Transit,2016.0,148.4603382,,3.53,,584.136,False
Kepler-993 b,Kepler-993,Transit,2016.0,22.08557563,,2.97,,324.423,False
Kepler-1013 b,Kepler-1013,Transit,2016.0,18.93054959,,2.15,,422.246,False
Kepler-1054 b,Kepler-1054,Transit,2016.0,4.30655689,,2.63,,1090.51,False
Kepler-1033 b,Kepler-1033,Transit,2016.0,7.56052806,,2.51,,1455.5,False
Kepler-953 b,Kepler-953,Transit,2016.0,88.40655258,,4.21,,258.893,False
Kepler-1003 b,Kepler-1003,Transit,2016.0,3.554856915,,1.78,,941.902,False
Kepler-1055 b,Kepler-1055,Transit,2016.0,2.295036233,,1.23,,389.397,False
Kepler-1008 b,Kepler-1008,Transit,2016.0,12.43931193,,1.28,,282.565,False
Kepler-1045 b,Kepler-1045,Transit,2016.0,26.41045478,,2.69,,942.485,False
Kepler-983 b,Kepler-983,Transit,2016.0,60.0855082,,2.36,,714.437,False
Kepler-980 b,Kepler-980,Transit,2016.0,11.55102504,,2.67,,961.468,False
Kepler-963 b,Kepler-963,Transit,2016.0,9.97683705,,2.66,,771.494,False
Kepler-1039 b,Kepler-1039,Transit,2016.0,0.934884242,,1.46,,306.91,False
Kepler-1018 b,Kepler-1018,Transit,2016.0,49.1013514,,2.58,,1010.01,False
Kepler-1030 b,Kepler-1030,Transit,2016.0,19.32952416,,2.48,,758.702,False
Kepler-1058 b,Kepler-1058,Transit,2016.0,110.96546,,2.72,,491.997,False
Kepler-1007 b,Kepler-1007,Transit,2016.0,5.185002073,,1.44,,,False
Kepler-1016 b,Kepler-1016,Transit,2016.0,1.954524342,,2.18,,1402.82,False
Kepler-958 b,Kepler-958,Transit,2016.0,9.7678805,,2.06,,449.773,False
Kepler-987 b,Kepler-987,Transit,2016.0,105.3033148,,3.26,,914.126,False
Kepler-999 b,Kepler-999,Transit,2016.0,5.991857017,,2.34,,545.063,False
Kepler-962 b,Kepler-962,Transit,2016.0,12.05707239,,1.97,,411.486,False
Kepler-1020 b,Kepler-1020,Transit,2016.0,96.9151496,,2.28,,415.358,False
Kepler-984 b,Kepler-984,Transit,2016.0,43.0342272,,2.12,,460.188,False
Kepler-479 b,Kepler-479,Transit,2016.0,12.49341307,,2.12,,344.901,False
Kepler-1012 b,Kepler-1012,Transit,2016.0,5.50860439,,1.29,,411.077,False
Kepler-949 b,Kepler-949,Transit,2016.0,8.689307296,,2.91,,486.105,False
Kepler-979 b,Kepler-979,Transit,2016.0,8.0880135,,2.72,,576.503,False
Kepler-982 b,Kepler-982,Transit,2016.0,15.7738221,,2.25,,801.479,False
Kepler-1044 b,Kepler-1044,Transit,2016.0,6.77408868,,2.67,,1278.96,False
Kepler-1052 b,Kepler-1052,Transit,2016.0,34.8538276,,2.93,,943.444,False
Kepler-960 b,Kepler-960,Transit,2016.0,3.12686223,,2.29,,284.916,False
Kepler-976 b,Kepler-976,Transit,2016.0,105.9564148,,3.96,,1012.41,False
Kepler-1011 b,Kepler-1011,Transit,2016.0,5.753221974,,2.87,,736.779,False
Kepler-990 b,Kepler-990,Transit,2016.0,9.91723428,,2.6,,802.163,False
Kepler-1056 b,Kepler-1056,Transit,2016.0,27.495606,,3.01,,982.51,False
Kepler-493 b,Kepler-493,Transit,2016.0,3.003876581,,15.13,,1745.77,False
Kepler-1022 b,Kepler-1022,Transit,2016.0,10.99469878,,2.36,,420.042,False
Kepler-1046 b,Kepler-1046,Transit,2016.0,14.37508035,,1.71,,721.534,False
Kepler-1000 b,Kepler-1000,Transit,2016.0,120.0181272,,4.76,,1115.62,False
Kepler-473 b,Kepler-473,Transit,2016.0,14.55731705,,4.08,,905.937,False
Kepler-1037 b,Kepler-1037,Transit,2016.0,1.063788673,,1.28,,446.914,False
Kepler-989 b,Kepler-989,Transit,2016.0,7.964315352,,2.21,,491.978,False
Kepler-1019 b,Kepler-1019,Transit,2016.0,1.411229847,,1.46,,194.182,False
Kepler-497 b,Kepler-497,Transit,2016.0,3.573203671,,6.04,,1291.98,False
Kepler-994 b,Kepler-994,Transit,2016.0,1.151166506,,1.6,,188.158,False
Kepler-1043 b,Kepler-1043,Transit,2016.0,38.5053398,,2.55,,903.332,False
Kepler-992 b,Kepler-992,Transit,2016.0,20.16034462,,1.62,,259.639,False
Kepler-981 b,Kepler-981,Transit,2016.0,4.469757736,,2.31,,878.082,False
Kepler-1049 b,Kepler-1049,Transit,2016.0,3.273460736,,0.95,,162.006,False
Kepler-969 b,Kepler-969,Transit,2016.0,34.1731714,,2.07,,390.354,False
Kepler-954 b,Kepler-954,Transit,2016.0,16.78176602,,2.32,,215.814,False
Kepler-1040 b,Kepler-1040,Transit,2016.0,201.1214,,2.08,,482.119,False
Kepler-1050 b,Kepler-1050,Transit,2016.0,15.3787546,,1.6,,490.488,False
Kepler-1001 b,Kepler-1001,Transit,2016.0,14.30511983,,3.15,,928.978,False
Kepler-957 b,Kepler-957,Transit,2016.0,5.907413537,,5.5,,824.688,False
Kepler-956 b,Kepler-956,Transit,2016.0,5.248672631,,3.0,,544.939,False
Kepler-998 b,Kepler-998,Transit,2016.0,5.65377733,,2.32,,986.364,False
Kepler-411 c,Kepler-411,Transit,2016.0,7.834435,26.4,4.421,838.0,153.676,False
Kepler-1041 b,Kepler-1041,Transit,2016.0,24.7576421,,2.94,,1485.82,False
Kepler-991 b,Kepler-991,Transit,2016.0,82.5342519,,2.54,,389.561,False
Kepler-1023 b,Kepler-1023,Transit,2016.0,62.1387714,,2.63,,694.175,False
Kepler-1028 b,Kepler-1028,Transit,2016.0,2.51462432,,1.33,,607.916,False
Kepler-1004 b,Kepler-1004,Transit,2016.0,5.28789787,,6.28,,1152.68,False
Kepler-997 b,Kepler-997,Transit,2016.0,2.707306716,,1.36,,467.568,False
Kepler-973 b,Kepler-973,Transit,2016.0,49.6077331,,1.96,,328.52,False
Kepler-1036 b,Kepler-1036,Transit,2016.0,122.8808058,,3.01,,489.435,False
Kepler-968 b,Kepler-968,Transit,2016.0,3.692983728,,2.0,,290.324,False
Kepler-966 b,Kepler-966,Transit,2016.0,99.747622,,4.13,,1027.8,False
Kepler-1061 b,Kepler-1061,Transit,2016.0,2.757982666,,1.98,,543.375,False
Kepler-1047 b,Kepler-1047,Transit,2016.0,56.1886887,,2.09,,817.647,False
Kepler-1062 b,Kepler-1062,Transit,2016.0,9.30412078,,1.76,,397.455,False
Kepler-1063 b,Kepler-1063,Transit,2016.0,14.07971466,,1.49,,343.226,False
Kepler-1112 b,Kepler-1112,Transit,2016.0,14.36267939,,3.02,,1671.28,False
Kepler-1113 b,Kepler-1113,Transit,2016.0,42.3004954,,2.81,,1073.88,False
Kepler-1114 b,Kepler-1114,Transit,2016.0,14.97435694,,1.35,,418.417,False
Kepler-1115 b,Kepler-1115,Transit,2016.0,23.5540725,,1.7,,983.245,False
Kepler-1116 b,Kepler-1116,Transit,2016.0,41.6977827,,2.54,,1008.57,False
Kepler-1117 b,Kepler-1117,Transit,2016.0,4.79028459,,1.11,,568.487,False
Kepler-1118 b,Kepler-1118,Transit,2016.0,38.6715075,,2.74,,888.325,False
Kepler-1119 b,Kepler-1119,Transit,2016.0,8.3265153,,1.92,,1757.23,False
Kepler-1120 b,Kepler-1120,Transit,2016.0,2.949029052,,1.38,,615.231,False
Kepler-1121 b,Kepler-1121,Transit,2016.0,13.15141081,,1.91,,482.047,False
Kepler-1122 b,Kepler-1122,Transit,2016.0,42.1917357,,2.04,,1230.42,False
Kepler-1123 b,Kepler-1123,Transit,2016.0,4.33946454,,1.67,,704.323,False
Kepler-1124 b,Kepler-1124,Transit,2016.0,2.852348975,,1.28,,289.899,False
Kepler-1125 b,Kepler-1125,Transit,2016.0,17.6700642,,1.84,,2011.41,False
Kepler-1068 b,Kepler-1068,Transit,2016.0,16.92344113,,3.63,,1473.61,False
Kepler-1126 b,Kepler-1126,Transit,2016.0,108.593329,,1.73,,635.736,False
Kepler-1127 b,Kepler-1127,Transit,2016.0,5.12330347,,1.96,,842.459,False
Kepler-1128 b,Kepler-1128,Transit,2016.0,61.6178167,,3.65,,1083.41,False
Kepler-1129 b,Kepler-1129,Transit,2016.0,24.3397804,,2.96,,1183.88,False
Kepler-1130 b,Kepler-1130,Transit,2016.0,5.45298175,,0.8,,249.343,False
Kepler-1131 b,Kepler-1131,Transit,2016.0,3.53232449,,1.59,,1030.7,False
Kepler-1132 b,Kepler-1132,Transit,2016.0,62.8916228,,2.35,,867.931,False
Kepler-1133 b,Kepler-1133,Transit,2016.0,11.55562343,,1.97,,753.135,False
Kepler-1069 b,Kepler-1069,Transit,2016.0,23.8990296,,1.6,,695.967,False
Kepler-1134 b,Kepler-1134,Transit,2016.0,17.13263989,,2.64,,944.445,False
Kepler-462 b,Kepler-462,Transit,2016.0,84.6866,53.9,3.0,,596.625,False
Kepler-1135 b,Kepler-1135,Transit,2016.0,76.957857,,1.85,,1314.64,False
Kepler-1070 b,Kepler-1070,Transit,2016.0,6.2216147,,1.73,,939.001,False
Kepler-478 b,Kepler-478,Transit,2016.0,13.2217576,,2.71,,,False
Kepler-1136 b,Kepler-1136,Transit,2016.0,2.361724329,,1.64,,491.406,False
Kepler-1137 b,Kepler-1137,Transit,2016.0,23.9210791,,2.2,,921.778,False
Kepler-1138 b,Kepler-1138,Transit,2016.0,3.17060005,,1.7,,872.328,False
Kepler-1071 b,Kepler-1071,Transit,2016.0,6.1799844,,2.38,,1042.27,False
Kepler-1139 b,Kepler-1139,Transit,2016.0,0.813166719,,1.19,,495.156,False
Kepler-1140 b,Kepler-1140,Transit,2016.0,24.0862707,,2.77,,656.48,False
Kepler-1141 b,Kepler-1141,Transit,2016.0,2.344511944,,0.82,,393.642,False
Kepler-1142 b,Kepler-1142,Transit,2016.0,18.3027248,,1.47,,1273.51,False
Kepler-1143 b,Kepler-1143,Transit,2016.0,2.888904849,,1.67,,555.189,False
Kepler-1072 b,Kepler-1072,Transit,2016.0,1.569066502,,1.58,,982.716,False
Kepler-490 b,Kepler-490,Transit,2016.0,3.268695154,,11.65,,1523.0,False
Kepler-1144 b,Kepler-1144,Transit,2016.0,17.14647302,,1.99,,1140.57,False
Kepler-1145 b,Kepler-1145,Transit,2016.0,3.97076766,,1.4,,691.961,False
Kepler-1146 b,Kepler-1146,Transit,2016.0,2.352265797,,1.23,,703.038,False
Kepler-1147 b,Kepler-1147,Transit,2016.0,10.62784997,,2.61,,1657.36,False
Kepler-1148 b,Kepler-1148,Transit,2016.0,1.104463509,,1.69,,625.692,False
Kepler-1149 b,Kepler-1149,Transit,2016.0,3.73089898,,1.44,,1217.73,False
Kepler-1150 b,Kepler-1150,Transit,2016.0,2.787868386,,1.02,,358.518,False
Kepler-1151 b,Kepler-1151,Transit,2016.0,65.6478424,,2.22,,682.436,False
Kepler-1064 b,Kepler-1064,Transit,2016.0,16.54080322,,1.55,,,False
Kepler-481 b,Kepler-481,Transit,2016.0,10.06082567,,2.5,,813.724,False
Kepler-1153 b,Kepler-1153,Transit,2016.0,1.755835327,,1.73,,1119.49,False
Kepler-1154 b,Kepler-1154,Transit,2016.0,5.1856142,,2.34,,1460.1,False
Kepler-1155 b,Kepler-1155,Transit,2016.0,33.469743,,2.03,,1128.72,False
Kepler-1156 b,Kepler-1156,Transit,2016.0,11.89520511,,1.32,,691.331,False
Kepler-1157 b,Kepler-1157,Transit,2016.0,4.45743164,,1.09,,342.144,False
Kepler-1158 b,Kepler-1158,Transit,2016.0,13.5396293,,2.34,,1484.25,False
Kepler-1159 b,Kepler-1159,Transit,2016.0,22.70816791,,2.37,,1213.71,False
Kepler-1160 b,Kepler-1160,Transit,2016.0,7.97034958,,2.14,,1077.63,False
Kepler-1161 b,Kepler-1161,Transit,2016.0,10.71252541,,2.13,,547.726,False
Kepler-1162 b,Kepler-1162,Transit,2016.0,32.5637069,,2.21,,940.211,False
Kepler-1163 b,Kepler-1163,Transit,2016.0,6.11786898,,1.03,,478.647,False
Kepler-1164 b,Kepler-1164,Transit,2016.0,3.97599768,,1.12,,431.622,False
Kepler-1166 b,Kepler-1166,Transit,2016.0,33.2406882,,1.69,,634.906,False
Kepler-1167 b,Kepler-1167,Transit,2016.0,1.003933739,,1.71,,820.905,False
Kepler-1168 b,Kepler-1168,Transit,2016.0,55.8226539,,2.5,,752.666,False
Kepler-1073 b,Kepler-1073,Transit,2016.0,8.67888593,,2.3,,809.897,False
Kepler-1169 b,Kepler-1169,Transit,2016.0,6.11009134,,0.94,,522.823,False
Kepler-1170 b,Kepler-1170,Transit,2016.0,9.98969327,,2.41,,1050.45,False
Kepler-480 b,Kepler-480,Transit,2016.0,4.919583795,,2.78,,847.508,False
Kepler-1171 b,Kepler-1171,Transit,2016.0,1.44259224,,2.56,,573.0,False
Kepler-1172 b,Kepler-1172,Transit,2016.0,26.0204423,,3.2,,1306.53,False
Kepler-1173 b,Kepler-1173,Transit,2016.0,0.7698536,,0.89,,377.06,False
Kepler-1174 b,Kepler-1174,Transit,2016.0,6.89225223,,1.59,,1408.75,False
Kepler-1175 b,Kepler-1175,Transit,2016.0,37.94563,,2.99,,1121.89,False
Kepler-1176 b,Kepler-1176,Transit,2016.0,24.1738579,,2.45,,864.699,False
Kepler-1074 b,Kepler-1074,Transit,2016.0,5.94566534,,1.25,,250.817,False
Kepler-1177 b,Kepler-1177,Transit,2016.0,106.247547,,1.9,,1299.97,False
Kepler-1179 b,Kepler-1179,Transit,2016.0,2.685057492,,1.32,,415.205,False
Kepler-1075 b,Kepler-1075,Transit,2016.0,1.52372816,,1.42,,291.275,False
Kepler-1180 b,Kepler-1180,Transit,2016.0,16.8601286,,1.99,,1596.8,False
Kepler-1181 b,Kepler-1181,Transit,2016.0,4.89337519,,1.57,,938.417,False
Kepler-1182 b,Kepler-1182,Transit,2016.0,11.17394617,,2.41,,1545.39,False
Kepler-1183 b,Kepler-1183,Transit,2016.0,28.5057189,,2.82,,1919.19,False
Kepler-1184 b,Kepler-1184,Transit,2016.0,53.5991044,,2.68,,1157.84,False
Kepler-1076 b,Kepler-1076,Transit,2016.0,6.14727918,,0.8,,,False
Kepler-1065 b,Kepler-1065,Transit,2016.0,3.609308907,,3.73,,1122.48,False
Kepler-1077 b,Kepler-1077,Transit,2016.0,34.3511874,,2.77,,1101.42,False
Kepler-1078 b,Kepler-1078,Transit,2016.0,3.00725242,,1.9,,2481.71,False
Kepler-1079 b,Kepler-1079,Transit,2016.0,13.24503188,,1.63,,591.098,False
Kepler-1080 b,Kepler-1080,Transit,2016.0,77.2548396,,3.28,,1382.82,False
Kepler-1066 b,Kepler-1066,Transit,2016.0,1.931559839,,2.36,,344.251,False
Kepler-1081 b,Kepler-1081,Transit,2016.0,3.856918547,,1.01,,420.215,False
Kepler-1082 b,Kepler-1082,Transit,2016.0,1.543206604,,1.12,,739.557,False
Kepler-1083 b,Kepler-1083,Transit,2016.0,33.4177993,,3.36,,902.633,False
Kepler-1084 b,Kepler-1084,Transit,2016.0,2.05333679,,1.11,,405.533,False
Kepler-1086 b,Kepler-1086,Transit,2016.0,18.78425728,,2.44,,466.084,False
Kepler-1087 b,Kepler-1087,Transit,2016.0,0.693842855,,0.61,,362.623,False
Kepler-1088 b,Kepler-1088,Transit,2016.0,23.12748644,,1.42,,280.629,False
Kepler-1089 b,Kepler-1089,Transit,2016.0,5.132485618,,1.83,,259.328,False
Kepler-1091 b,Kepler-1091,Transit,2016.0,1.434741564,,1.46,,914.299,False
Kepler-1092 b,Kepler-1092,Transit,2016.0,58.6017925,,2.07,,981.233,False
Kepler-1093 b,Kepler-1093,Transit,2016.0,25.0824626,,1.95,,1072.88,False
Kepler-1094 b,Kepler-1094,Transit,2016.0,78.1000231,,3.18,,1291.01,False
Kepler-1095 b,Kepler-1095,Transit,2016.0,4.27103091,,1.21,,792.522,False
Kepler-1096 b,Kepler-1096,Transit,2016.0,2.892217506,,1.24,,377.976,False
Kepler-1097 b,Kepler-1097,Transit,2016.0,187.747029,,3.26,,719.802,False
Kepler-1098 b,Kepler-1098,Transit,2016.0,2.543072855,,1.3,,1049.19,False
Kepler-1099 b,Kepler-1099,Transit,2016.0,2.168452593,,2.83,,1022.8,False
Kepler-1100 b,Kepler-1100,Transit,2016.0,6.42200058,,1.75,,693.618,False
Kepler-1101 b,Kepler-1101,Transit,2016.0,81.3151059,,2.47,,742.473,False
Kepler-1102 b,Kepler-1102,Transit,2016.0,51.3285623,,2.66,,1246.05,False
Kepler-1103 b,Kepler-1103,Transit,2016.0,19.79191978,,2.27,,1331.92,False
Kepler-1104 b,Kepler-1104,Transit,2016.0,5.03728015,,1.23,,530.658,False
Kepler-1105 b,Kepler-1105,Transit,2016.0,4.421572182,,2.01,,318.004,False
Kepler-1106 b,Kepler-1106,Transit,2016.0,1.252752174,,1.65,,1090.7,False
Kepler-1107 b,Kepler-1107,Transit,2016.0,0.571038518,,1.34,,428.798,False
Kepler-1108 b,Kepler-1108,Transit,2016.0,4.51005748,,1.46,,767.701,False
Kepler-1109 b,Kepler-1109,Transit,2016.0,37.6467384,,2.19,,685.087,False
Kepler-1110 b,Kepler-1110,Transit,2016.0,9.69312032,,2.66,,726.828,False
Kepler-1111 b,Kepler-1111,Transit,2016.0,8.79617863,,2.0,,841.536,False
Kepler-804 c,Kepler-804,Transit,2016.0,9.65185017,,1.14,,649.65,False
Kepler-825 c,Kepler-825,Transit,2016.0,8.1818246,,1.84,,807.85,False
Kepler-508 b,Kepler-508,Transit,2016.0,25.30889748,,1.64,,324.618,False
Kepler-1152 b,Kepler-1152,Transit,2016.0,1.646801908,,0.87,,215.233,False
Kepler-1186 b,Kepler-1186,Transit,2016.0,16.07677615,,2.23,,1337.25,False
Kepler-1187 b,Kepler-1187,Transit,2016.0,18.87064068,,2.61,,1020.53,False
Kepler-1188 b,Kepler-1188,Transit,2016.0,17.1369543,,2.08,,1717.48,False
Kepler-1189 b,Kepler-1189,Transit,2016.0,3.78858982,,1.77,,782.852,False
Kepler-1190 b,Kepler-1190,Transit,2016.0,10.45843441,,1.33,,342.509,False
Kepler-520 c,Kepler-520,Transit,2016.0,5.21104261,,1.07,,623.901,False
Kepler-1191 b,Kepler-1191,Transit,2016.0,5.60014851,,1.51,,955.536,False
Kepler-1192 b,Kepler-1192,Transit,2016.0,25.2034787,,2.36,,1304.19,False
Kepler-1193 b,Kepler-1193,Transit,2016.0,2.832652134,,1.32,,802.116,False
Kepler-1194 b,Kepler-1194,Transit,2016.0,16.22371307,,1.51,,757.382,False
Kepler-1195 b,Kepler-1195,Transit,2016.0,8.49642241,,2.08,,918.566,False
Kepler-1196 b,Kepler-1196,Transit,2016.0,66.1849031,,2.23,,922.333,False
Kepler-1197 b,Kepler-1197,Transit,2016.0,2.03231845,,1.25,,486.94,False
Kepler-1198 b,Kepler-1198,Transit,2016.0,7.6847716,,1.47,,743.03,False
Kepler-1199 b,Kepler-1199,Transit,2016.0,15.0447198,,1.15,,563.493,False
Kepler-1200 b,Kepler-1200,Transit,2016.0,1.118549717,,1.06,,588.715,False
Kepler-1201 b,Kepler-1201,Transit,2016.0,15.18725932,,2.29,,944.241,False
Kepler-1202 b,Kepler-1202,Transit,2016.0,28.6851324,,2.94,,1175.38,False
Kepler-1203 b,Kepler-1203,Transit,2016.0,0.588000765,,1.06,,317.022,False
Kepler-1204 b,Kepler-1204,Transit,2016.0,85.7350285,,3.05,,1175.22,False
Kepler-1205 b,Kepler-1205,Transit,2016.0,1.078390352,,1.41,,698.485,False
Kepler-1206 b,Kepler-1206,Transit,2016.0,1.216997663,,1.64,,762.019,False
Kepler-1207 b,Kepler-1207,Transit,2016.0,13.68237119,,1.62,,1754.19,False
Kepler-1209 b,Kepler-1209,Transit,2016.0,25.369116,,1.51,,505.531,False
Kepler-1210 b,Kepler-1210,Transit,2016.0,8.07124073,,1.7,,1176.53,False
Kepler-1211 b,Kepler-1211,Transit,2016.0,11.01816836,,2.55,,1826.53,False
Kepler-1212 b,Kepler-1212,Transit,2016.0,12.94130146,,2.14,,1316.57,False
Kepler-1213 b,Kepler-1213,Transit,2016.0,5.34982412,,1.19,,807.812,False
Kepler-1214 b,Kepler-1214,Transit,2016.0,18.82634264,,2.36,,729.227,False
Kepler-1215 b,Kepler-1215,Transit,2016.0,4.76703963,,1.22,,661.022,False
Kepler-1216 b,Kepler-1216,Transit,2016.0,4.37034536,,1.39,,1258.36,False
Kepler-1217 b,Kepler-1217,Transit,2016.0,2.032325072,,1.99,,1347.71,False
Kepler-516 b,Kepler-516,Transit,2016.0,24.85462415,,5.74,,687.094,False
Kepler-1218 b,Kepler-1218,Transit,2016.0,22.9221266,,1.44,,840.503,False
Kepler-1219 b,Kepler-1219,Transit,2016.0,16.10467749,,2.12,,880.895,False
Kepler-1220 b,Kepler-1220,Transit,2016.0,7.42693741,,1.52,,961.907,False
Kepler-1221 b,Kepler-1221,Transit,2016.0,12.00096042,,1.88,,913.65,False
Kepler-1222 b,Kepler-1222,Transit,2016.0,1.916944254,,0.79,,415.218,False
Kepler-1223 b,Kepler-1223,Transit,2016.0,16.301259,,1.22,,459.957,False
Kepler-1224 b,Kepler-1224,Transit,2016.0,13.32351601,,1.33,,559.598,False
Kepler-510 b,Kepler-510,Transit,2016.0,19.55659418,,2.47,,386.177,False
Kepler-1225 b,Kepler-1225,Transit,2016.0,7.01075434,,1.82,,1347.52,False
Kepler-1226 b,Kepler-1226,Transit,2016.0,17.2923453,,1.45,,1125.72,False
Kepler-1227 b,Kepler-1227,Transit,2016.0,94.2887577,,2.29,,623.706,False
Kepler-1228 b,Kepler-1228,Transit,2016.0,0.577369579,,1.54,,515.453,False
Kepler-1229 b,Kepler-1229,Transit,2016.0,86.828989,,1.4,,265.482,False
Kepler-1230 b,Kepler-1230,Transit,2016.0,9.95661537,,2.71,,1364.22,False
Kepler-1231 b,Kepler-1231,Transit,2016.0,10.41725184,,1.42,,987.237,False
Kepler-1232 b,Kepler-1232,Transit,2016.0,26.7839183,,1.93,,632.865,False
Kepler-1233 b,Kepler-1233,Transit,2016.0,45.1263042,,2.6,,1178.7,False
Kepler-1234 b,Kepler-1234,Transit,2016.0,11.94014029,,2.81,,916.749,False
Kepler-1235 b,Kepler-1235,Transit,2016.0,4.16055856,,0.79,,540.604,False
Kepler-1236 b,Kepler-1236,Transit,2016.0,31.0571618,,2.14,,999.64,False
Kepler-518 b,Kepler-518,Transit,2016.0,8.512035877,,2.11,,337.901,False
Kepler-549 b,Kepler-549,Transit,2016.0,42.9495649,,2.57,,635.145,False
Kepler-1237 b,Kepler-1237,Transit,2016.0,84.5733226,,2.86,,1064.31,False
Kepler-1238 b,Kepler-1238,Transit,2016.0,4.14787559,,1.93,,1632.13,False
Kepler-1239 b,Kepler-1239,Transit,2016.0,5.19104016,,2.9,,2140.6,False
Kepler-1240 b,Kepler-1240,Transit,2016.0,4.8663815,,1.15,,862.186,False
Kepler-1241 b,Kepler-1241,Transit,2016.0,18.5525701,,2.63,,968.722,False
Kepler-1242 b,Kepler-1242,Transit,2016.0,13.62798432,,2.26,,687.615,False
Kepler-1243 b,Kepler-1243,Transit,2016.0,16.8320729,,1.75,,758.17,False
Kepler-519 b,Kepler-519,Transit,2016.0,24.3078946,,2.1,,246.61,False
Kepler-1244 b,Kepler-1244,Transit,2016.0,3.70428172,,1.35,,1075.81,False
Kepler-1245 b,Kepler-1245,Transit,2016.0,4.35409304,,1.44,,805.936,False
Kepler-1246 b,Kepler-1246,Transit,2016.0,11.32271513,,1.36,,436.505,False
Kepler-1247 b,Kepler-1247,Transit,2016.0,13.71220213,,2.33,,1045.92,False
Kepler-520 b,Kepler-520,Transit,2016.0,19.67416124,,1.66,,623.901,False
Kepler-1248 b,Kepler-1248,Transit,2016.0,7.46725407,,1.18,,593.026,False
Kepler-1249 b,Kepler-1249,Transit,2016.0,24.3347127,,2.38,,1904.54,False
Kepler-1250 b,Kepler-1250,Transit,2016.0,2.607543834,,1.92,,2126.85,False
Kepler-1251 b,Kepler-1251,Transit,2016.0,45.0904643,,1.84,,902.204,False
Kepler-1252 b,Kepler-1252,Transit,2016.0,15.0540329,,1.67,,648.979,False
Kepler-1253 b,Kepler-1253,Transit,2016.0,68.8861915,,1.33,,514.524,False
Kepler-1254 b,Kepler-1254,Transit,2016.0,9.99113313,,1.55,,622.818,False
Kepler-1255 b,Kepler-1255,Transit,2016.0,36.2919336,,2.32,,1617.07,False
Kepler-1256 b,Kepler-1256,Transit,2016.0,12.4127754,,1.49,,891.192,False
Kepler-1257 b,Kepler-1257,Transit,2016.0,2.668313762,,1.52,,1105.95,False
Kepler-1258 b,Kepler-1258,Transit,2016.0,0.984940167,,0.86,,717.555,False
Kepler-1259 b,Kepler-1259,Transit,2016.0,0.663085258,,1.43,,805.562,False
